location,request,mode,time_step,quntantile,value,objective,Power,e_loc1,e_loc2,e_loc3,base_a1,base_a2,base_a3,base_a4,base_b1,base_b2,base_b3,base_b4
loc1,req2,mode4,0,y_0,1.0,2968552523.0942135,1020.23,"[2500.760436, 752.537504, 871.745195, 1513.516732, 2996.052129, 9067.370838]","[1046.947673, 868.995127, 575.246358, 4140.519671, -3679.90144, -8353.178768]","[1977.782906, 751.22693, 924.321282, 2634.911326, 448.64341, 440.436555]","[1.1, 0.9, 1.0, 1.3, 1.3, 0.9]","[0.1, 0.1, 0.1, 0.0, 0.1, 0.0]","[13.2, 13.3, 13.8, 13.0, 14.2, 13.1]","[1.7, 1.5, 1.9, 1.6, 1.8, 1.6]","[0.4, 0.2, 0.0, 0.4, 0.1, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[11.9, 12.7, 12.5, 12.0, 12.0, 11.4]","[3.6, 3.7, 3.9, 3.7, 3.5, 3.7]"
loc2,req1,mode1,0,y_0,1.0,2968552523.0942135,745.5996923,"[2500.760436, 752.537504, 871.745195, 1513.516732, 2996.052129, 9067.370838]","[1046.947673, 868.995127, 575.246358, 4140.519671, -3679.90144, -8353.178768]","[1977.782906, 751.22693, 924.321282, 2634.911326, 448.64341, 440.436555]","[1.1, 0.9, 1.0, 1.3, 1.3, 0.9]","[0.1, 0.1, 0.1, 0.0, 0.1, 0.0]","[13.2, 13.3, 13.8, 13.0, 14.2, 13.1]","[1.7, 1.5, 1.9, 1.6, 1.8, 1.6]","[0.4, 0.2, 0.0, 0.4, 0.1, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[11.9, 12.7, 12.5, 12.0, 12.0, 11.4]","[3.6, 3.7, 3.9, 3.7, 3.5, 3.7]"
loc2,req3,mode1,0,y_0,1.0,2968552523.0942135,747.2272727,"[2500.760436, 752.537504, 871.745195, 1513.516732, 2996.052129, 9067.370838]","[1046.947673, 868.995127, 575.246358, 4140.519671, -3679.90144, -8353.178768]","[1977.782906, 751.22693, 924.321282, 2634.911326, 448.64341, 440.436555]","[1.1, 0.9, 1.0, 1.3, 1.3, 0.9]","[0.1, 0.1, 0.1, 0.0, 0.1, 0.0]","[13.2, 13.3, 13.8, 13.0, 14.2, 13.1]","[1.7, 1.5, 1.9, 1.6, 1.8, 1.6]","[0.4, 0.2, 0.0, 0.4, 0.1, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[11.9, 12.7, 12.5, 12.0, 12.0, 11.4]","[3.6, 3.7, 3.9, 3.7, 3.5, 3.7]"
loc2,req3,mode2,0,y_0,2.0,2968552523.0942135,1472.297377,"[2500.760436, 752.537504, 871.745195, 1513.516732, 2996.052129, 9067.370838]","[1046.947673, 868.995127, 575.246358, 4140.519671, -3679.90144, -8353.178768]","[1977.782906, 751.22693, 924.321282, 2634.911326, 448.64341, 440.436555]","[1.1, 0.9, 1.0, 1.3, 1.3, 0.9]","[0.1, 0.1, 0.1, 0.0, 0.1, 0.0]","[13.2, 13.3, 13.8, 13.0, 14.2, 13.1]","[1.7, 1.5, 1.9, 1.6, 1.8, 1.6]","[0.4, 0.2, 0.0, 0.4, 0.1, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[11.9, 12.7, 12.5, 12.0, 12.0, 11.4]","[3.6, 3.7, 3.9, 3.7, 3.5, 3.7]"
loc3,req4,mode3,0,y_0,1.0,2968552523.0942135,2201.83,"[2500.760436, 752.537504, 871.745195, 1513.516732, 2996.052129, 9067.370838]","[1046.947673, 868.995127, 575.246358, 4140.519671, -3679.90144, -8353.178768]","[1977.782906, 751.22693, 924.321282, 2634.911326, 448.64341, 440.436555]","[1.1, 0.9, 1.0, 1.3, 1.3, 0.9]","[0.1, 0.1, 0.1, 0.0, 0.1, 0.0]","[13.2, 13.3, 13.8, 13.0, 14.2, 13.1]","[1.7, 1.5, 1.9, 1.6, 1.8, 1.6]","[0.4, 0.2, 0.0, 0.4, 0.1, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[11.9, 12.7, 12.5, 12.0, 12.0, 11.4]","[3.6, 3.7, 3.9, 3.7, 3.5, 3.7]"
loc1,req1,mode1,1,y_0,1.0,14789610760.894718,745.5996923,"[843.787533, 803.7378, 870.019789, 2349.960564, 894.952066, 1925.106262]","[793.167728, 768.664534, 801.528195, 732.019797, 825.272469, 928.743146]","[777.167497, 740.257708, 803.97907, 1763.186985, 832.678272, 2142.839234]","[1.0, 1.1, 1.0, 1.1, 1.0, 0.8]","[0.0, 0.0, 0.1, 0.1, 0.1, 0.0]","[13.8, 16.0, 14.4, 14.4, 14.5, 14.4]","[1.7, 2.9, 1.9, 1.8, 1.7, 2.1]","[0.2, 0.1, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.0, 0.1, 0.1, 0.1, 0.1]","[12.4, 13.2, 12.8, 13.4, 13.3, 13.0]","[3.7, 6.8, 3.8, 3.9, 3.9, 4.3]"
loc1,req2,mode4,1,y_0,1.0,14789610760.894718,1020.23,"[843.787533, 803.7378, 870.019789, 2349.960564, 894.952066, 1925.106262]","[793.167728, 768.664534, 801.528195, 732.019797, 825.272469, 928.743146]","[777.167497, 740.257708, 803.97907, 1763.186985, 832.678272, 2142.839234]","[1.0, 1.1, 1.0, 1.1, 1.0, 0.8]","[0.0, 0.0, 0.1, 0.1, 0.1, 0.0]","[13.8, 16.0, 14.4, 14.4, 14.5, 14.4]","[1.7, 2.9, 1.9, 1.8, 1.7, 2.1]","[0.2, 0.1, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.0, 0.1, 0.1, 0.1, 0.1]","[12.4, 13.2, 12.8, 13.4, 13.3, 13.0]","[3.7, 6.8, 3.8, 3.9, 3.9, 4.3]"
loc2,req3,mode2,1,y_0,1.0,14789610760.894718,1472.297377,"[843.787533, 803.7378, 870.019789, 2349.960564, 894.952066, 1925.106262]","[793.167728, 768.664534, 801.528195, 732.019797, 825.272469, 928.743146]","[777.167497, 740.257708, 803.97907, 1763.186985, 832.678272, 2142.839234]","[1.0, 1.1, 1.0, 1.1, 1.0, 0.8]","[0.0, 0.0, 0.1, 0.1, 0.1, 0.0]","[13.8, 16.0, 14.4, 14.4, 14.5, 14.4]","[1.7, 2.9, 1.9, 1.8, 1.7, 2.1]","[0.2, 0.1, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.0, 0.1, 0.1, 0.1, 0.1]","[12.4, 13.2, 12.8, 13.4, 13.3, 13.0]","[3.7, 6.8, 3.8, 3.9, 3.9, 4.3]"
loc2,req3,mode3,1,y_0,1.0,14789610760.894718,2688.76,"[843.787533, 803.7378, 870.019789, 2349.960564, 894.952066, 1925.106262]","[793.167728, 768.664534, 801.528195, 732.019797, 825.272469, 928.743146]","[777.167497, 740.257708, 803.97907, 1763.186985, 832.678272, 2142.839234]","[1.0, 1.1, 1.0, 1.1, 1.0, 0.8]","[0.0, 0.0, 0.1, 0.1, 0.1, 0.0]","[13.8, 16.0, 14.4, 14.4, 14.5, 14.4]","[1.7, 2.9, 1.9, 1.8, 1.7, 2.1]","[0.2, 0.1, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.0, 0.1, 0.1, 0.1, 0.1]","[12.4, 13.2, 12.8, 13.4, 13.3, 13.0]","[3.7, 6.8, 3.8, 3.9, 3.9, 4.3]"
loc3,req4,mode3,1,y_0,1.0,14789610760.894718,2201.83,"[843.787533, 803.7378, 870.019789, 2349.960564, 894.952066, 1925.106262]","[793.167728, 768.664534, 801.528195, 732.019797, 825.272469, 928.743146]","[777.167497, 740.257708, 803.97907, 1763.186985, 832.678272, 2142.839234]","[1.0, 1.1, 1.0, 1.1, 1.0, 0.8]","[0.0, 0.0, 0.1, 0.1, 0.1, 0.0]","[13.8, 16.0, 14.4, 14.4, 14.5, 14.4]","[1.7, 2.9, 1.9, 1.8, 1.7, 2.1]","[0.2, 0.1, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.0, 0.1, 0.1, 0.1, 0.1]","[12.4, 13.2, 12.8, 13.4, 13.3, 13.0]","[3.7, 6.8, 3.8, 3.9, 3.9, 4.3]"
loc1,req1,mode1,2,y_0,1.0,18528346126.055286,745.5996923,"[878.201294, 888.956343, 2443.456291, 2910.223488, 3071.113087, 371.469681]","[568.467726, 687.951893, 809.391223, 1125.290028, 759.674835, 1667.997528]","[918.320095, 881.694238, 1836.828543, 2267.878592, 2222.732936, 832.326746]","[0.8, 1.0, 0.9, 1.0, 1.1, 1.0]","[0.1, 0.0, 0.1, 0.0, 0.0, 0.1]","[15.1, 13.6, 14.6, 14.5, 14.0, 13.5]","[1.6, 1.8, 1.9, 1.9, 1.8, 1.5]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.0, 0.1, 0.1, 0.1, 0.1]","[13.5, 12.5, 13.3, 12.8, 12.8, 12.3]","[3.6, 4.1, 3.8, 3.5, 4.0, 3.2]"
loc1,req2,mode4,2,y_0,1.0,18528346126.055286,1020.23,"[878.201294, 888.956343, 2443.456291, 2910.223488, 3071.113087, 371.469681]","[568.467726, 687.951893, 809.391223, 1125.290028, 759.674835, 1667.997528]","[918.320095, 881.694238, 1836.828543, 2267.878592, 2222.732936, 832.326746]","[0.8, 1.0, 0.9, 1.0, 1.1, 1.0]","[0.1, 0.0, 0.1, 0.0, 0.0, 0.1]","[15.1, 13.6, 14.6, 14.5, 14.0, 13.5]","[1.6, 1.8, 1.9, 1.9, 1.8, 1.5]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.0, 0.1, 0.1, 0.1, 0.1]","[13.5, 12.5, 13.3, 12.8, 12.8, 12.3]","[3.6, 4.1, 3.8, 3.5, 4.0, 3.2]"
loc2,req3,mode2,2,y_0,1.0,18528346126.055286,1472.297377,"[878.201294, 888.956343, 2443.456291, 2910.223488, 3071.113087, 371.469681]","[568.467726, 687.951893, 809.391223, 1125.290028, 759.674835, 1667.997528]","[918.320095, 881.694238, 1836.828543, 2267.878592, 2222.732936, 832.326746]","[0.8, 1.0, 0.9, 1.0, 1.1, 1.0]","[0.1, 0.0, 0.1, 0.0, 0.0, 0.1]","[15.1, 13.6, 14.6, 14.5, 14.0, 13.5]","[1.6, 1.8, 1.9, 1.9, 1.8, 1.5]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.0, 0.1, 0.1, 0.1, 0.1]","[13.5, 12.5, 13.3, 12.8, 12.8, 12.3]","[3.6, 4.1, 3.8, 3.5, 4.0, 3.2]"
loc2,req3,mode3,2,y_0,1.0,18528346126.055286,2688.76,"[878.201294, 888.956343, 2443.456291, 2910.223488, 3071.113087, 371.469681]","[568.467726, 687.951893, 809.391223, 1125.290028, 759.674835, 1667.997528]","[918.320095, 881.694238, 1836.828543, 2267.878592, 2222.732936, 832.326746]","[0.8, 1.0, 0.9, 1.0, 1.1, 1.0]","[0.1, 0.0, 0.1, 0.0, 0.0, 0.1]","[15.1, 13.6, 14.6, 14.5, 14.0, 13.5]","[1.6, 1.8, 1.9, 1.9, 1.8, 1.5]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.0, 0.1, 0.1, 0.1, 0.1]","[13.5, 12.5, 13.3, 12.8, 12.8, 12.3]","[3.6, 4.1, 3.8, 3.5, 4.0, 3.2]"
loc3,req4,mode3,2,y_0,1.0,18528346126.055286,2201.83,"[878.201294, 888.956343, 2443.456291, 2910.223488, 3071.113087, 371.469681]","[568.467726, 687.951893, 809.391223, 1125.290028, 759.674835, 1667.997528]","[918.320095, 881.694238, 1836.828543, 2267.878592, 2222.732936, 832.326746]","[0.8, 1.0, 0.9, 1.0, 1.1, 1.0]","[0.1, 0.0, 0.1, 0.0, 0.0, 0.1]","[15.1, 13.6, 14.6, 14.5, 14.0, 13.5]","[1.6, 1.8, 1.9, 1.9, 1.8, 1.5]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.0, 0.1, 0.1, 0.1, 0.1]","[13.5, 12.5, 13.3, 12.8, 12.8, 12.3]","[3.6, 4.1, 3.8, 3.5, 4.0, 3.2]"
loc1,req1,mode1,3,y_0,1.0,16580152749.96809,745.5996923,"[2205.580685, -83.022572, 3230.51008, 1484.821569, 1464.912605, 1431.819268]","[781.989976, 775.839255, 1024.95084, 796.100658, 845.455384, 741.09828]","[1673.370724, 179.620878, 2442.793784, 1210.117427, 1211.442845, 1192.454143]","[1.1, 1.1, 1.1, 1.1, 1.1, 1.0]","[0.0, 0.1, 0.1, 0.1, 0.0, 0.1]","[14.5, 15.0, 15.5, 15.6, 15.0, 14.3]","[2.1, 2.1, 2.0, 2.0, 2.1, 1.7]","[0.3, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[13.1, 13.5, 13.7, 14.1, 14.0, 12.6]","[4.6, 4.0, 3.9, 3.8, 4.2, 3.8]"
loc1,req2,mode4,3,y_0,1.0,16580152749.96809,1020.23,"[2205.580685, -83.022572, 3230.51008, 1484.821569, 1464.912605, 1431.819268]","[781.989976, 775.839255, 1024.95084, 796.100658, 845.455384, 741.09828]","[1673.370724, 179.620878, 2442.793784, 1210.117427, 1211.442845, 1192.454143]","[1.1, 1.1, 1.1, 1.1, 1.1, 1.0]","[0.0, 0.1, 0.1, 0.1, 0.0, 0.1]","[14.5, 15.0, 15.5, 15.6, 15.0, 14.3]","[2.1, 2.1, 2.0, 2.0, 2.1, 1.7]","[0.3, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[13.1, 13.5, 13.7, 14.1, 14.0, 12.6]","[4.6, 4.0, 3.9, 3.8, 4.2, 3.8]"
loc2,req3,mode2,3,y_0,1.0,16580152749.96809,1472.297377,"[2205.580685, -83.022572, 3230.51008, 1484.821569, 1464.912605, 1431.819268]","[781.989976, 775.839255, 1024.95084, 796.100658, 845.455384, 741.09828]","[1673.370724, 179.620878, 2442.793784, 1210.117427, 1211.442845, 1192.454143]","[1.1, 1.1, 1.1, 1.1, 1.1, 1.0]","[0.0, 0.1, 0.1, 0.1, 0.0, 0.1]","[14.5, 15.0, 15.5, 15.6, 15.0, 14.3]","[2.1, 2.1, 2.0, 2.0, 2.1, 1.7]","[0.3, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[13.1, 13.5, 13.7, 14.1, 14.0, 12.6]","[4.6, 4.0, 3.9, 3.8, 4.2, 3.8]"
loc2,req3,mode3,3,y_0,1.0,16580152749.96809,2688.76,"[2205.580685, -83.022572, 3230.51008, 1484.821569, 1464.912605, 1431.819268]","[781.989976, 775.839255, 1024.95084, 796.100658, 845.455384, 741.09828]","[1673.370724, 179.620878, 2442.793784, 1210.117427, 1211.442845, 1192.454143]","[1.1, 1.1, 1.1, 1.1, 1.1, 1.0]","[0.0, 0.1, 0.1, 0.1, 0.0, 0.1]","[14.5, 15.0, 15.5, 15.6, 15.0, 14.3]","[2.1, 2.1, 2.0, 2.0, 2.1, 1.7]","[0.3, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[13.1, 13.5, 13.7, 14.1, 14.0, 12.6]","[4.6, 4.0, 3.9, 3.8, 4.2, 3.8]"
loc3,req4,mode3,3,y_0,1.0,16580152749.96809,2201.83,"[2205.580685, -83.022572, 3230.51008, 1484.821569, 1464.912605, 1431.819268]","[781.989976, 775.839255, 1024.95084, 796.100658, 845.455384, 741.09828]","[1673.370724, 179.620878, 2442.793784, 1210.117427, 1211.442845, 1192.454143]","[1.1, 1.1, 1.1, 1.1, 1.1, 1.0]","[0.0, 0.1, 0.1, 0.1, 0.0, 0.1]","[14.5, 15.0, 15.5, 15.6, 15.0, 14.3]","[2.1, 2.1, 2.0, 2.0, 2.1, 1.7]","[0.3, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[13.1, 13.5, 13.7, 14.1, 14.0, 12.6]","[4.6, 4.0, 3.9, 3.8, 4.2, 3.8]"
loc1,req2,mode4,4,y_0,1.0,13850191843.263924,1020.23,"[1635.425694, 869.722793, 1508.163728, 857.194167, 2132.587953, 2185.819431]","[824.59749, 804.653251, 772.945456, 805.817326, 202.502473, 743.293237]","[1325.497683, 798.473306, 1209.804769, 812.72836, 2503.802215, 1688.347126]","[1.1, 1.1, 0.9, 1.0, 1.0, 1.1]","[0.1, 0.1, 0.0, 0.0, 0.1, 0.1]","[14.1, 14.6, 14.1, 14.2, 14.2, 14.7]","[1.8, 1.9, 1.7, 2.2, 2.0, 2.0]","[0.3, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.1]","[12.8, 12.5, 12.8, 13.2, 13.3, 14.1]","[3.7, 3.9, 3.5, 3.7, 4.0, 3.7]"
loc2,req1,mode1,4,y_0,1.0,13850191843.263924,745.5996923,"[1635.425694, 869.722793, 1508.163728, 857.194167, 2132.587953, 2185.819431]","[824.59749, 804.653251, 772.945456, 805.817326, 202.502473, 743.293237]","[1325.497683, 798.473306, 1209.804769, 812.72836, 2503.802215, 1688.347126]","[1.1, 1.1, 0.9, 1.0, 1.0, 1.1]","[0.1, 0.1, 0.0, 0.0, 0.1, 0.1]","[14.1, 14.6, 14.1, 14.2, 14.2, 14.7]","[1.8, 1.9, 1.7, 2.2, 2.0, 2.0]","[0.3, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.1]","[12.8, 12.5, 12.8, 13.2, 13.3, 14.1]","[3.7, 3.9, 3.5, 3.7, 4.0, 3.7]"
loc2,req3,mode1,4,y_0,1.0,13850191843.263924,747.2272727,"[1635.425694, 869.722793, 1508.163728, 857.194167, 2132.587953, 2185.819431]","[824.59749, 804.653251, 772.945456, 805.817326, 202.502473, 743.293237]","[1325.497683, 798.473306, 1209.804769, 812.72836, 2503.802215, 1688.347126]","[1.1, 1.1, 0.9, 1.0, 1.0, 1.1]","[0.1, 0.1, 0.0, 0.0, 0.1, 0.1]","[14.1, 14.6, 14.1, 14.2, 14.2, 14.7]","[1.8, 1.9, 1.7, 2.2, 2.0, 2.0]","[0.3, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.1]","[12.8, 12.5, 12.8, 13.2, 13.3, 14.1]","[3.7, 3.9, 3.5, 3.7, 4.0, 3.7]"
loc2,req3,mode2,4,y_0,2.0,13850191843.263924,1472.297377,"[1635.425694, 869.722793, 1508.163728, 857.194167, 2132.587953, 2185.819431]","[824.59749, 804.653251, 772.945456, 805.817326, 202.502473, 743.293237]","[1325.497683, 798.473306, 1209.804769, 812.72836, 2503.802215, 1688.347126]","[1.1, 1.1, 0.9, 1.0, 1.0, 1.1]","[0.1, 0.1, 0.0, 0.0, 0.1, 0.1]","[14.1, 14.6, 14.1, 14.2, 14.2, 14.7]","[1.8, 1.9, 1.7, 2.2, 2.0, 2.0]","[0.3, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.1]","[12.8, 12.5, 12.8, 13.2, 13.3, 14.1]","[3.7, 3.9, 3.5, 3.7, 4.0, 3.7]"
loc3,req4,mode3,4,y_0,1.0,13850191843.263924,2201.83,"[1635.425694, 869.722793, 1508.163728, 857.194167, 2132.587953, 2185.819431]","[824.59749, 804.653251, 772.945456, 805.817326, 202.502473, 743.293237]","[1325.497683, 798.473306, 1209.804769, 812.72836, 2503.802215, 1688.347126]","[1.1, 1.1, 0.9, 1.0, 1.0, 1.1]","[0.1, 0.1, 0.0, 0.0, 0.1, 0.1]","[14.1, 14.6, 14.1, 14.2, 14.2, 14.7]","[1.8, 1.9, 1.7, 2.2, 2.0, 2.0]","[0.3, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.1]","[12.8, 12.5, 12.8, 13.2, 13.3, 14.1]","[3.7, 3.9, 3.5, 3.7, 4.0, 3.7]"
loc1,req2,mode4,5,y_0,1.0,13512099721.13005,1020.23,"[2332.386022, -92.169303, 1300.032136, 922.044493, 2473.367664, 1505.059131]","[698.797162, 721.682685, 726.908663, 801.960327, 720.677637, 993.607107]","[1769.296328, 204.040358, 1105.010628, 847.069593, 1870.099809, 1350.515244]","[0.9, 1.0, 1.0, 1.0, 1.1, 0.9]","[0.1, 0.1, 0.0, 0.1, 0.0, 0.0]","[14.3, 13.7, 13.8, 14.2, 13.0, 14.4]","[1.8, 1.7, 1.6, 1.8, 1.7, 1.7]","[0.3, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.1]","[13.1, 12.8, 13.2, 13.0, 12.3, 13.0]","[3.8, 3.5, 3.8, 3.8, 3.4, 3.5]"
loc2,req1,mode1,5,y_0,1.0,13512099721.13005,745.5996923,"[2332.386022, -92.169303, 1300.032136, 922.044493, 2473.367664, 1505.059131]","[698.797162, 721.682685, 726.908663, 801.960327, 720.677637, 993.607107]","[1769.296328, 204.040358, 1105.010628, 847.069593, 1870.099809, 1350.515244]","[0.9, 1.0, 1.0, 1.0, 1.1, 0.9]","[0.1, 0.1, 0.0, 0.1, 0.0, 0.0]","[14.3, 13.7, 13.8, 14.2, 13.0, 14.4]","[1.8, 1.7, 1.6, 1.8, 1.7, 1.7]","[0.3, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.1]","[13.1, 12.8, 13.2, 13.0, 12.3, 13.0]","[3.8, 3.5, 3.8, 3.8, 3.4, 3.5]"
loc2,req3,mode1,5,y_0,1.0,13512099721.13005,747.2272727,"[2332.386022, -92.169303, 1300.032136, 922.044493, 2473.367664, 1505.059131]","[698.797162, 721.682685, 726.908663, 801.960327, 720.677637, 993.607107]","[1769.296328, 204.040358, 1105.010628, 847.069593, 1870.099809, 1350.515244]","[0.9, 1.0, 1.0, 1.0, 1.1, 0.9]","[0.1, 0.1, 0.0, 0.1, 0.0, 0.0]","[14.3, 13.7, 13.8, 14.2, 13.0, 14.4]","[1.8, 1.7, 1.6, 1.8, 1.7, 1.7]","[0.3, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.1]","[13.1, 12.8, 13.2, 13.0, 12.3, 13.0]","[3.8, 3.5, 3.8, 3.8, 3.4, 3.5]"
loc2,req3,mode2,5,y_0,2.0,13512099721.13005,1472.297377,"[2332.386022, -92.169303, 1300.032136, 922.044493, 2473.367664, 1505.059131]","[698.797162, 721.682685, 726.908663, 801.960327, 720.677637, 993.607107]","[1769.296328, 204.040358, 1105.010628, 847.069593, 1870.099809, 1350.515244]","[0.9, 1.0, 1.0, 1.0, 1.1, 0.9]","[0.1, 0.1, 0.0, 0.1, 0.0, 0.0]","[14.3, 13.7, 13.8, 14.2, 13.0, 14.4]","[1.8, 1.7, 1.6, 1.8, 1.7, 1.7]","[0.3, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.1]","[13.1, 12.8, 13.2, 13.0, 12.3, 13.0]","[3.8, 3.5, 3.8, 3.8, 3.4, 3.5]"
loc3,req4,mode3,5,y_0,1.0,13512099721.13005,2201.83,"[2332.386022, -92.169303, 1300.032136, 922.044493, 2473.367664, 1505.059131]","[698.797162, 721.682685, 726.908663, 801.960327, 720.677637, 993.607107]","[1769.296328, 204.040358, 1105.010628, 847.069593, 1870.099809, 1350.515244]","[0.9, 1.0, 1.0, 1.0, 1.1, 0.9]","[0.1, 0.1, 0.0, 0.1, 0.0, 0.0]","[14.3, 13.7, 13.8, 14.2, 13.0, 14.4]","[1.8, 1.7, 1.6, 1.8, 1.7, 1.7]","[0.3, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.0, 0.1]","[13.1, 12.8, 13.2, 13.0, 12.3, 13.0]","[3.8, 3.5, 3.8, 3.8, 3.4, 3.5]"
loc1,req2,mode4,6,y_0,1.0,14333332813.33965,1020.23,"[1659.437517, 1488.816404, 2685.783187, 1310.728734, 836.918304, 928.974072]","[1060.944614, 777.278668, 814.447469, 782.09939, 823.709997, 761.936151]","[1474.28809, 1211.200441, 2013.499106, 1098.981544, 816.989032, 837.547626]","[0.9, 0.9, 1.0, 1.0, 0.7, 1.0]","[0.0, 0.0, 0.1, 0.1, 0.0, 0.1]","[14.6, 14.0, 13.5, 13.3, 12.7, 14.1]","[1.6, 1.7, 1.7, 2.0, 1.6, 1.6]","[0.4, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.0, 0.1, 0.1, 0.1, 0.1, 0.0]","[12.5, 12.6, 12.1, 12.4, 11.7, 12.4]","[3.7, 3.5, 3.6, 3.7, 3.3, 3.7]"
loc2,req1,mode1,6,y_0,1.0,14333332813.33965,745.5996923,"[1659.437517, 1488.816404, 2685.783187, 1310.728734, 836.918304, 928.974072]","[1060.944614, 777.278668, 814.447469, 782.09939, 823.709997, 761.936151]","[1474.28809, 1211.200441, 2013.499106, 1098.981544, 816.989032, 837.547626]","[0.9, 0.9, 1.0, 1.0, 0.7, 1.0]","[0.0, 0.0, 0.1, 0.1, 0.0, 0.1]","[14.6, 14.0, 13.5, 13.3, 12.7, 14.1]","[1.6, 1.7, 1.7, 2.0, 1.6, 1.6]","[0.4, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.0, 0.1, 0.1, 0.1, 0.1, 0.0]","[12.5, 12.6, 12.1, 12.4, 11.7, 12.4]","[3.7, 3.5, 3.6, 3.7, 3.3, 3.7]"
loc2,req3,mode1,6,y_0,1.0,14333332813.33965,747.2272727,"[1659.437517, 1488.816404, 2685.783187, 1310.728734, 836.918304, 928.974072]","[1060.944614, 777.278668, 814.447469, 782.09939, 823.709997, 761.936151]","[1474.28809, 1211.200441, 2013.499106, 1098.981544, 816.989032, 837.547626]","[0.9, 0.9, 1.0, 1.0, 0.7, 1.0]","[0.0, 0.0, 0.1, 0.1, 0.0, 0.1]","[14.6, 14.0, 13.5, 13.3, 12.7, 14.1]","[1.6, 1.7, 1.7, 2.0, 1.6, 1.6]","[0.4, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.0, 0.1, 0.1, 0.1, 0.1, 0.0]","[12.5, 12.6, 12.1, 12.4, 11.7, 12.4]","[3.7, 3.5, 3.6, 3.7, 3.3, 3.7]"
loc2,req3,mode2,6,y_0,2.0,14333332813.33965,1472.297377,"[1659.437517, 1488.816404, 2685.783187, 1310.728734, 836.918304, 928.974072]","[1060.944614, 777.278668, 814.447469, 782.09939, 823.709997, 761.936151]","[1474.28809, 1211.200441, 2013.499106, 1098.981544, 816.989032, 837.547626]","[0.9, 0.9, 1.0, 1.0, 0.7, 1.0]","[0.0, 0.0, 0.1, 0.1, 0.0, 0.1]","[14.6, 14.0, 13.5, 13.3, 12.7, 14.1]","[1.6, 1.7, 1.7, 2.0, 1.6, 1.6]","[0.4, 0.2, 0.0, 0.3, 0.2, 0.0]","[0.0, 0.1, 0.1, 0.1, 0.1, 0.0]","[12.5, 12.6, 12.1, 12.4, 11.7, 12.4]","[3.7, 3.5, 3.6, 3.7, 3.3, 3.7]"
