location,request,mode,time_step,quntantile,value,objective,Power,e_loc1,e_loc2,e_loc3,base_a1,base_a2,base_a3,base_a4,base_b1,base_b2,base_b3,base_b4
loc3,req4,mode3,23,y_0,1.0,16248113896.610807,2201.83,"[872.413636, 848.374038, 1074.347346, 3446.720683, 918.674519, 1463.238856]","[840.763157, 825.376093, 810.610363, 1054.870243, 804.433883, 860.013433]","[841.870527, 819.153117, 961.21743, 2563.338473, 853.69442, 1219.144691]","[1.1, 1.2, 1.0, 1.1, 1.0, 1.1]","[0.0, 0.0, 0.1, 0.1, 0.0, 0.0]","[16.2, 15.6, 15.0, 17.3, 16.4, 14.6]","[1.9, 2.1, 2.2, 2.2, 2.3, 1.9]","[0.2, 0.1, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.0, 0.2, 0.1, 0.1, 0.1]","[14.7, 14.7, 13.6, 15.4, 14.9, 13.4]","[4.2, 4.0, 4.3, 4.3, 3.9, 3.8]"
loc1,req1,mode1,24,y_0,1.0,16102525918.339893,745.5996923,"[1493.797025, 1501.784422, 1445.80248, 2546.751581, 1071.567636, 874.846703]","[806.770089, 839.013247, 812.119547, 800.586373, 807.866174, 837.746664]","[1220.438823, 1241.361631, 1200.666444, 1907.219773, 960.349279, 844.422132]","[1.1, 1.2, 1.1, 1.2, 1.3, 1.3]","[0.0, 0.0, 0.0, 0.1, 0.0, 0.0]","[16.4, 17.3, 17.6, 15.6, 15.6, 15.5]","[2.0, 2.5, 2.0, 2.6, 2.4, 1.9]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.1, 0.0, 0.1, 0.1, 0.1]","[15.1, 16.3, 16.3, 14.1, 14.1, 14.3]","[4.1, 4.6, 4.2, 4.8, 4.0, 3.6]"
loc1,req2,mode4,24,y_0,1.0,16102525918.339893,1020.23,"[1493.797025, 1501.784422, 1445.80248, 2546.751581, 1071.567636, 874.846703]","[806.770089, 839.013247, 812.119547, 800.586373, 807.866174, 837.746664]","[1220.438823, 1241.361631, 1200.666444, 1907.219773, 960.349279, 844.422132]","[1.1, 1.2, 1.1, 1.2, 1.3, 1.3]","[0.0, 0.0, 0.0, 0.1, 0.0, 0.0]","[16.4, 17.3, 17.6, 15.6, 15.6, 15.5]","[2.0, 2.5, 2.0, 2.6, 2.4, 1.9]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.1, 0.0, 0.1, 0.1, 0.1]","[15.1, 16.3, 16.3, 14.1, 14.1, 14.3]","[4.1, 4.6, 4.2, 4.8, 4.0, 3.6]"
loc2,req3,mode2,24,y_0,3.0,16102525918.339893,1472.297377,"[1493.797025, 1501.784422, 1445.80248, 2546.751581, 1071.567636, 874.846703]","[806.770089, 839.013247, 812.119547, 800.586373, 807.866174, 837.746664]","[1220.438823, 1241.361631, 1200.666444, 1907.219773, 960.349279, 844.422132]","[1.1, 1.2, 1.1, 1.2, 1.3, 1.3]","[0.0, 0.0, 0.0, 0.1, 0.0, 0.0]","[16.4, 17.3, 17.6, 15.6, 15.6, 15.5]","[2.0, 2.5, 2.0, 2.6, 2.4, 1.9]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.1, 0.0, 0.1, 0.1, 0.1]","[15.1, 16.3, 16.3, 14.1, 14.1, 14.3]","[4.1, 4.6, 4.2, 4.8, 4.0, 3.6]"
loc3,req4,mode3,24,y_0,1.0,16102525918.339893,2201.83,"[1493.797025, 1501.784422, 1445.80248, 2546.751581, 1071.567636, 874.846703]","[806.770089, 839.013247, 812.119547, 800.586373, 807.866174, 837.746664]","[1220.438823, 1241.361631, 1200.666444, 1907.219773, 960.349279, 844.422132]","[1.1, 1.2, 1.1, 1.2, 1.3, 1.3]","[0.0, 0.0, 0.0, 0.1, 0.0, 0.0]","[16.4, 17.3, 17.6, 15.6, 15.6, 15.5]","[2.0, 2.5, 2.0, 2.6, 2.4, 1.9]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.1, 0.0, 0.1, 0.1, 0.1]","[15.1, 16.3, 16.3, 14.1, 14.1, 14.3]","[4.1, 4.6, 4.2, 4.8, 4.0, 3.6]"
loc1,req1,mode1,25,y_0,1.0,16462310516.004036,745.5996923,"[853.641826, 846.617812, 2585.87303, 866.307507, 992.986538, 837.483911]","[810.290585, 809.280322, 2274.761536, 824.797513, 847.156226, 762.971378]","[821.206324, 815.696572, 2441.407238, 830.190868, 922.214098, 794.723538]","[1.2, 1.3, 1.1, 1.1, 1.3, 1.1]","[0.0, 0.0, 0.1, 0.1, 0.1, 0.1]","[16.2, 17.2, 16.4, 16.0, 18.2, 16.6]","[2.1, 2.7, 2.1, 2.1, 2.2, 2.4]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.1, 0.0, 0.1, 0.1, 0.1]","[14.4, 15.3, 15.1, 14.8, 16.3, 15.0]","[4.4, 5.2, 3.8, 4.2, 4.5, 4.1]"
loc1,req2,mode4,25,y_0,1.0,16462310516.004036,1020.23,"[853.641826, 846.617812, 2585.87303, 866.307507, 992.986538, 837.483911]","[810.290585, 809.280322, 2274.761536, 824.797513, 847.156226, 762.971378]","[821.206324, 815.696572, 2441.407238, 830.190868, 922.214098, 794.723538]","[1.2, 1.3, 1.1, 1.1, 1.3, 1.1]","[0.0, 0.0, 0.1, 0.1, 0.1, 0.1]","[16.2, 17.2, 16.4, 16.0, 18.2, 16.6]","[2.1, 2.7, 2.1, 2.1, 2.2, 2.4]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.1, 0.0, 0.1, 0.1, 0.1]","[14.4, 15.3, 15.1, 14.8, 16.3, 15.0]","[4.4, 5.2, 3.8, 4.2, 4.5, 4.1]"
loc2,req3,mode2,25,y_0,3.0,16462310516.004036,1472.297377,"[853.641826, 846.617812, 2585.87303, 866.307507, 992.986538, 837.483911]","[810.290585, 809.280322, 2274.761536, 824.797513, 847.156226, 762.971378]","[821.206324, 815.696572, 2441.407238, 830.190868, 922.214098, 794.723538]","[1.2, 1.3, 1.1, 1.1, 1.3, 1.1]","[0.0, 0.0, 0.1, 0.1, 0.1, 0.1]","[16.2, 17.2, 16.4, 16.0, 18.2, 16.6]","[2.1, 2.7, 2.1, 2.1, 2.2, 2.4]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.1, 0.0, 0.1, 0.1, 0.1]","[14.4, 15.3, 15.1, 14.8, 16.3, 15.0]","[4.4, 5.2, 3.8, 4.2, 4.5, 4.1]"
loc3,req4,mode3,25,y_0,1.0,16462310516.004036,2201.83,"[853.641826, 846.617812, 2585.87303, 866.307507, 992.986538, 837.483911]","[810.290585, 809.280322, 2274.761536, 824.797513, 847.156226, 762.971378]","[821.206324, 815.696572, 2441.407238, 830.190868, 922.214098, 794.723538]","[1.2, 1.3, 1.1, 1.1, 1.3, 1.1]","[0.0, 0.0, 0.1, 0.1, 0.1, 0.1]","[16.2, 17.2, 16.4, 16.0, 18.2, 16.6]","[2.1, 2.7, 2.1, 2.1, 2.2, 2.4]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.1, 0.0, 0.1, 0.1, 0.1]","[14.4, 15.3, 15.1, 14.8, 16.3, 15.0]","[4.4, 5.2, 3.8, 4.2, 4.5, 4.1]"
loc1,req2,mode4,26,y_0,1.0,15647153462.372293,1020.23,"[866.977137, 828.195439, 870.27782, 865.187265, 881.218444, 2637.418151]","[809.290242, 769.099177, 819.494652, 806.149218, 834.727077, 761.128823]","[831.402211, 787.106201, 833.502197, 826.925742, 893.892633, 1975.143084]","[1.4, 1.3, 1.4, 1.2, 1.4, 1.5]","[0.0, 0.1, 0.1, 0.1, 0.0, 0.0]","[18.9, 18.8, 18.9, 19.8, 18.7, 21.0]","[2.4, 2.4, 2.4, 2.6, 2.4, 2.6]","[0.3, 0.0, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.0, 0.1, 0.1, 0.1]","[17.7, 16.5, 18.1, 18.2, 17.2, 18.9]","[5.1, 4.8, 5.2, 5.2, 4.6, 5.5]"
loc1,req3,mode2,26,y_0,1.0,15647153462.372293,1472.297377,"[866.977137, 828.195439, 870.27782, 865.187265, 881.218444, 2637.418151]","[809.290242, 769.099177, 819.494652, 806.149218, 834.727077, 761.128823]","[831.402211, 787.106201, 833.502197, 826.925742, 893.892633, 1975.143084]","[1.4, 1.3, 1.4, 1.2, 1.4, 1.5]","[0.0, 0.1, 0.1, 0.1, 0.0, 0.0]","[18.9, 18.8, 18.9, 19.8, 18.7, 21.0]","[2.4, 2.4, 2.4, 2.6, 2.4, 2.6]","[0.3, 0.0, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.0, 0.1, 0.1, 0.1]","[17.7, 16.5, 18.1, 18.2, 17.2, 18.9]","[5.1, 4.8, 5.2, 5.2, 4.6, 5.5]"
loc2,req1,mode1,26,y_0,1.0,15647153462.372293,745.5996923,"[866.977137, 828.195439, 870.27782, 865.187265, 881.218444, 2637.418151]","[809.290242, 769.099177, 819.494652, 806.149218, 834.727077, 761.128823]","[831.402211, 787.106201, 833.502197, 826.925742, 893.892633, 1975.143084]","[1.4, 1.3, 1.4, 1.2, 1.4, 1.5]","[0.0, 0.1, 0.1, 0.1, 0.0, 0.0]","[18.9, 18.8, 18.9, 19.8, 18.7, 21.0]","[2.4, 2.4, 2.4, 2.6, 2.4, 2.6]","[0.3, 0.0, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.0, 0.1, 0.1, 0.1]","[17.7, 16.5, 18.1, 18.2, 17.2, 18.9]","[5.1, 4.8, 5.2, 5.2, 4.6, 5.5]"
loc2,req3,mode1,26,y_0,1.0,15647153462.372293,747.2272727,"[866.977137, 828.195439, 870.27782, 865.187265, 881.218444, 2637.418151]","[809.290242, 769.099177, 819.494652, 806.149218, 834.727077, 761.128823]","[831.402211, 787.106201, 833.502197, 826.925742, 893.892633, 1975.143084]","[1.4, 1.3, 1.4, 1.2, 1.4, 1.5]","[0.0, 0.1, 0.1, 0.1, 0.0, 0.0]","[18.9, 18.8, 18.9, 19.8, 18.7, 21.0]","[2.4, 2.4, 2.4, 2.6, 2.4, 2.6]","[0.3, 0.0, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.0, 0.1, 0.1, 0.1]","[17.7, 16.5, 18.1, 18.2, 17.2, 18.9]","[5.1, 4.8, 5.2, 5.2, 4.6, 5.5]"
loc2,req3,mode2,26,y_0,2.0,15647153462.372293,1472.297377,"[866.977137, 828.195439, 870.27782, 865.187265, 881.218444, 2637.418151]","[809.290242, 769.099177, 819.494652, 806.149218, 834.727077, 761.128823]","[831.402211, 787.106201, 833.502197, 826.925742, 893.892633, 1975.143084]","[1.4, 1.3, 1.4, 1.2, 1.4, 1.5]","[0.0, 0.1, 0.1, 0.1, 0.0, 0.0]","[18.9, 18.8, 18.9, 19.8, 18.7, 21.0]","[2.4, 2.4, 2.4, 2.6, 2.4, 2.6]","[0.3, 0.0, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.0, 0.1, 0.1, 0.1]","[17.7, 16.5, 18.1, 18.2, 17.2, 18.9]","[5.1, 4.8, 5.2, 5.2, 4.6, 5.5]"
loc3,req4,mode3,26,y_0,1.0,15647153462.372293,2201.83,"[866.977137, 828.195439, 870.27782, 865.187265, 881.218444, 2637.418151]","[809.290242, 769.099177, 819.494652, 806.149218, 834.727077, 761.128823]","[831.402211, 787.106201, 833.502197, 826.925742, 893.892633, 1975.143084]","[1.4, 1.3, 1.4, 1.2, 1.4, 1.5]","[0.0, 0.1, 0.1, 0.1, 0.0, 0.0]","[18.9, 18.8, 18.9, 19.8, 18.7, 21.0]","[2.4, 2.4, 2.4, 2.6, 2.4, 2.6]","[0.3, 0.0, 0.0, 0.3, 0.2, 0.0]","[0.1, 0.1, 0.0, 0.1, 0.1, 0.1]","[17.7, 16.5, 18.1, 18.2, 17.2, 18.9]","[5.1, 4.8, 5.2, 5.2, 4.6, 5.5]"
no_solution,no_solution,no_solution,27,-1,-1.0,-1.0,"[812.523217, 2415.696775, 2968.317348, 887.555166, 3009.704002, 870.849618]","[810.287416, -1113.102662, 748.611871, 834.055633, 1107.149535, 817.89694]","[797.20847, 1032.680604, 2205.338678, 861.363548, 2391.439557, 844.66103]","[1.6, 1.5, 1.2, 1.2, 1.6, 1.3]","[0.1, 0.1, 0.0, 0.0, 0.1, 0.0]","[19.6, 20.7, 19.1, 18.1, 19.9, 21.4]","[2.8, 2.4, 2.3, 2.4, 2.2, 2.4]","[0.3, 0.1, 0.0, 0.2, 0.1, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[18.1, 19.4, 17.8, 16.3, 19.3, 19.6]","[5.2, 5.0, 5.1, 5.3, 4.5, 5.5]",
loc1,req2,mode4,28,y_0,1.0,16818207989.221191,1020.23,"[2807.237414, 866.584964, 1015.836185, 860.330172, 902.027286, 924.750851]","[1121.239142, 806.085892, 805.831369, 809.754831, 829.12687, 823.670864]","[2267.130894, 834.852273, 934.061157, 832.39503, 867.793855, 902.947879]","[1.3, 1.5, 1.4, 1.2, 1.2, 1.2]","[0.0, 0.0, 0.1, 0.0, 0.1, 0.0]","[19.7, 20.1, 20.2, 18.7, 17.5, 20.2]","[2.6, 2.9, 2.2, 2.0, 2.0, 2.1]","[0.2, 0.1, 0.0, 0.2, 0.0, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.2, 0.1]","[17.7, 17.5, 19.2, 17.0, 16.5, 18.4]","[4.5, 5.0, 5.0, 4.6, 4.3, 4.5]"
loc1,req3,mode2,28,y_0,1.0,16818207989.221191,1472.297377,"[2807.237414, 866.584964, 1015.836185, 860.330172, 902.027286, 924.750851]","[1121.239142, 806.085892, 805.831369, 809.754831, 829.12687, 823.670864]","[2267.130894, 834.852273, 934.061157, 832.39503, 867.793855, 902.947879]","[1.3, 1.5, 1.4, 1.2, 1.2, 1.2]","[0.0, 0.0, 0.1, 0.0, 0.1, 0.0]","[19.7, 20.1, 20.2, 18.7, 17.5, 20.2]","[2.6, 2.9, 2.2, 2.0, 2.0, 2.1]","[0.2, 0.1, 0.0, 0.2, 0.0, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.2, 0.1]","[17.7, 17.5, 19.2, 17.0, 16.5, 18.4]","[4.5, 5.0, 5.0, 4.6, 4.3, 4.5]"
loc2,req1,mode1,28,y_0,1.0,16818207989.221191,745.5996923,"[2807.237414, 866.584964, 1015.836185, 860.330172, 902.027286, 924.750851]","[1121.239142, 806.085892, 805.831369, 809.754831, 829.12687, 823.670864]","[2267.130894, 834.852273, 934.061157, 832.39503, 867.793855, 902.947879]","[1.3, 1.5, 1.4, 1.2, 1.2, 1.2]","[0.0, 0.0, 0.1, 0.0, 0.1, 0.0]","[19.7, 20.1, 20.2, 18.7, 17.5, 20.2]","[2.6, 2.9, 2.2, 2.0, 2.0, 2.1]","[0.2, 0.1, 0.0, 0.2, 0.0, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.2, 0.1]","[17.7, 17.5, 19.2, 17.0, 16.5, 18.4]","[4.5, 5.0, 5.0, 4.6, 4.3, 4.5]"
loc2,req3,mode1,28,y_0,1.0,16818207989.221191,747.2272727,"[2807.237414, 866.584964, 1015.836185, 860.330172, 902.027286, 924.750851]","[1121.239142, 806.085892, 805.831369, 809.754831, 829.12687, 823.670864]","[2267.130894, 834.852273, 934.061157, 832.39503, 867.793855, 902.947879]","[1.3, 1.5, 1.4, 1.2, 1.2, 1.2]","[0.0, 0.0, 0.1, 0.0, 0.1, 0.0]","[19.7, 20.1, 20.2, 18.7, 17.5, 20.2]","[2.6, 2.9, 2.2, 2.0, 2.0, 2.1]","[0.2, 0.1, 0.0, 0.2, 0.0, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.2, 0.1]","[17.7, 17.5, 19.2, 17.0, 16.5, 18.4]","[4.5, 5.0, 5.0, 4.6, 4.3, 4.5]"
loc2,req3,mode2,28,y_0,2.0,16818207989.221191,1472.297377,"[2807.237414, 866.584964, 1015.836185, 860.330172, 902.027286, 924.750851]","[1121.239142, 806.085892, 805.831369, 809.754831, 829.12687, 823.670864]","[2267.130894, 834.852273, 934.061157, 832.39503, 867.793855, 902.947879]","[1.3, 1.5, 1.4, 1.2, 1.2, 1.2]","[0.0, 0.0, 0.1, 0.0, 0.1, 0.0]","[19.7, 20.1, 20.2, 18.7, 17.5, 20.2]","[2.6, 2.9, 2.2, 2.0, 2.0, 2.1]","[0.2, 0.1, 0.0, 0.2, 0.0, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.2, 0.1]","[17.7, 17.5, 19.2, 17.0, 16.5, 18.4]","[4.5, 5.0, 5.0, 4.6, 4.3, 4.5]"
loc3,req4,mode3,28,y_0,1.0,16818207989.221191,2201.83,"[2807.237414, 866.584964, 1015.836185, 860.330172, 902.027286, 924.750851]","[1121.239142, 806.085892, 805.831369, 809.754831, 829.12687, 823.670864]","[2267.130894, 834.852273, 934.061157, 832.39503, 867.793855, 902.947879]","[1.3, 1.5, 1.4, 1.2, 1.2, 1.2]","[0.0, 0.0, 0.1, 0.0, 0.1, 0.0]","[19.7, 20.1, 20.2, 18.7, 17.5, 20.2]","[2.6, 2.9, 2.2, 2.0, 2.0, 2.1]","[0.2, 0.1, 0.0, 0.2, 0.0, 0.0]","[0.1, 0.1, 0.1, 0.1, 0.2, 0.1]","[17.7, 17.5, 19.2, 17.0, 16.5, 18.4]","[4.5, 5.0, 5.0, 4.6, 4.3, 4.5]"
loc1,req2,mode4,29,y_0,1.0,26185059706.06615,1020.23,"[891.140983, 980.490411, 2544.139818, 2362.681664, 2318.296716, 917.264122]","[831.750194, 919.71554, 2388.552845, 2219.132892, 2010.21134, 854.326236]","[859.519247, 948.215129, 2448.025445, 2274.635774, 2297.311456, 888.724695]","[1.4, 1.0, 1.2, 1.3, 1.3, 1.1]","[0.1, 0.0, 0.1, 0.1, 0.0, 0.0]","[20.1, 19.8, 17.8, 19.9, 17.0, 19.5]","[2.3, 2.3, 1.8, 2.3, 2.0, 2.2]","[0.2, 0.1, 0.0, 0.3, 0.2, 0.0]","[0.2, 0.1, 0.1, 0.1, 0.1, 0.1]","[17.9, 17.5, 16.2, 18.9, 15.5, 17.9]","[4.8, 4.7, 4.8, 5.2, 4.2, 4.6]"
loc1,req3,mode2,29,y_0,1.0,26185059706.06615,1472.297377,"[891.140983, 980.490411, 2544.139818, 2362.681664, 2318.296716, 917.264122]","[831.750194, 919.71554, 2388.552845, 2219.132892, 2010.21134, 854.326236]","[859.519247, 948.215129, 2448.025445, 2274.635774, 2297.311456, 888.724695]","[1.4, 1.0, 1.2, 1.3, 1.3, 1.1]","[0.1, 0.0, 0.1, 0.1, 0.0, 0.0]","[20.1, 19.8, 17.8, 19.9, 17.0, 19.5]","[2.3, 2.3, 1.8, 2.3, 2.0, 2.2]","[0.2, 0.1, 0.0, 0.3, 0.2, 0.0]","[0.2, 0.1, 0.1, 0.1, 0.1, 0.1]","[17.9, 17.5, 16.2, 18.9, 15.5, 17.9]","[4.8, 4.7, 4.8, 5.2, 4.2, 4.6]"
loc2,req1,mode1,29,y_0,1.0,26185059706.06615,745.5996923,"[891.140983, 980.490411, 2544.139818, 2362.681664, 2318.296716, 917.264122]","[831.750194, 919.71554, 2388.552845, 2219.132892, 2010.21134, 854.326236]","[859.519247, 948.215129, 2448.025445, 2274.635774, 2297.311456, 888.724695]","[1.4, 1.0, 1.2, 1.3, 1.3, 1.1]","[0.1, 0.0, 0.1, 0.1, 0.0, 0.0]","[20.1, 19.8, 17.8, 19.9, 17.0, 19.5]","[2.3, 2.3, 1.8, 2.3, 2.0, 2.2]","[0.2, 0.1, 0.0, 0.3, 0.2, 0.0]","[0.2, 0.1, 0.1, 0.1, 0.1, 0.1]","[17.9, 17.5, 16.2, 18.9, 15.5, 17.9]","[4.8, 4.7, 4.8, 5.2, 4.2, 4.6]"
loc2,req3,mode1,29,y_0,1.0,26185059706.06615,747.2272727,"[891.140983, 980.490411, 2544.139818, 2362.681664, 2318.296716, 917.264122]","[831.750194, 919.71554, 2388.552845, 2219.132892, 2010.21134, 854.326236]","[859.519247, 948.215129, 2448.025445, 2274.635774, 2297.311456, 888.724695]","[1.4, 1.0, 1.2, 1.3, 1.3, 1.1]","[0.1, 0.0, 0.1, 0.1, 0.0, 0.0]","[20.1, 19.8, 17.8, 19.9, 17.0, 19.5]","[2.3, 2.3, 1.8, 2.3, 2.0, 2.2]","[0.2, 0.1, 0.0, 0.3, 0.2, 0.0]","[0.2, 0.1, 0.1, 0.1, 0.1, 0.1]","[17.9, 17.5, 16.2, 18.9, 15.5, 17.9]","[4.8, 4.7, 4.8, 5.2, 4.2, 4.6]"
loc2,req3,mode2,29,y_0,2.0,26185059706.06615,1472.297377,"[891.140983, 980.490411, 2544.139818, 2362.681664, 2318.296716, 917.264122]","[831.750194, 919.71554, 2388.552845, 2219.132892, 2010.21134, 854.326236]","[859.519247, 948.215129, 2448.025445, 2274.635774, 2297.311456, 888.724695]","[1.4, 1.0, 1.2, 1.3, 1.3, 1.1]","[0.1, 0.0, 0.1, 0.1, 0.0, 0.0]","[20.1, 19.8, 17.8, 19.9, 17.0, 19.5]","[2.3, 2.3, 1.8, 2.3, 2.0, 2.2]","[0.2, 0.1, 0.0, 0.3, 0.2, 0.0]","[0.2, 0.1, 0.1, 0.1, 0.1, 0.1]","[17.9, 17.5, 16.2, 18.9, 15.5, 17.9]","[4.8, 4.7, 4.8, 5.2, 4.2, 4.6]"
loc3,req4,mode3,29,y_0,1.0,26185059706.06615,2201.83,"[891.140983, 980.490411, 2544.139818, 2362.681664, 2318.296716, 917.264122]","[831.750194, 919.71554, 2388.552845, 2219.132892, 2010.21134, 854.326236]","[859.519247, 948.215129, 2448.025445, 2274.635774, 2297.311456, 888.724695]","[1.4, 1.0, 1.2, 1.3, 1.3, 1.1]","[0.1, 0.0, 0.1, 0.1, 0.0, 0.0]","[20.1, 19.8, 17.8, 19.9, 17.0, 19.5]","[2.3, 2.3, 1.8, 2.3, 2.0, 2.2]","[0.2, 0.1, 0.0, 0.3, 0.2, 0.0]","[0.2, 0.1, 0.1, 0.1, 0.1, 0.1]","[17.9, 17.5, 16.2, 18.9, 15.5, 17.9]","[4.8, 4.7, 4.8, 5.2, 4.2, 4.6]"
loc1,req2,mode4,30,y_0,1.0,17053696630.978363,1020.23,"[814.131891, 825.93336, 846.849459, 2222.526715, 895.848185, 896.098125]","[775.299393, 777.508336, 811.536534, 1982.166564, 844.622445, 801.424728]","[779.079205, 794.545755, 821.749999, 2213.910394, 875.647472, 895.787529]","[1.4, 1.1, 1.2, 1.2, 1.1, 1.2]","[0.1, 0.0, 0.0, 0.1, 0.0, 0.1]","[20.6, 18.9, 18.6, 20.7, 18.3, 20.5]","[2.5, 2.1, 2.2, 2.3, 2.1, 2.8]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.0, 0.1, 0.0, 0.0, 0.1]","[18.8, 17.0, 17.3, 18.3, 16.8, 18.2]","[4.7, 4.7, 4.6, 4.6, 5.0, 5.9]"
loc1,req3,mode2,30,y_0,1.0,17053696630.978363,1472.297377,"[814.131891, 825.93336, 846.849459, 2222.526715, 895.848185, 896.098125]","[775.299393, 777.508336, 811.536534, 1982.166564, 844.622445, 801.424728]","[779.079205, 794.545755, 821.749999, 2213.910394, 875.647472, 895.787529]","[1.4, 1.1, 1.2, 1.2, 1.1, 1.2]","[0.1, 0.0, 0.0, 0.1, 0.0, 0.1]","[20.6, 18.9, 18.6, 20.7, 18.3, 20.5]","[2.5, 2.1, 2.2, 2.3, 2.1, 2.8]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.0, 0.1, 0.0, 0.0, 0.1]","[18.8, 17.0, 17.3, 18.3, 16.8, 18.2]","[4.7, 4.7, 4.6, 4.6, 5.0, 5.9]"
loc2,req1,mode1,30,y_0,1.0,17053696630.978363,745.5996923,"[814.131891, 825.93336, 846.849459, 2222.526715, 895.848185, 896.098125]","[775.299393, 777.508336, 811.536534, 1982.166564, 844.622445, 801.424728]","[779.079205, 794.545755, 821.749999, 2213.910394, 875.647472, 895.787529]","[1.4, 1.1, 1.2, 1.2, 1.1, 1.2]","[0.1, 0.0, 0.0, 0.1, 0.0, 0.1]","[20.6, 18.9, 18.6, 20.7, 18.3, 20.5]","[2.5, 2.1, 2.2, 2.3, 2.1, 2.8]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.0, 0.1, 0.0, 0.0, 0.1]","[18.8, 17.0, 17.3, 18.3, 16.8, 18.2]","[4.7, 4.7, 4.6, 4.6, 5.0, 5.9]"
loc2,req3,mode1,30,y_0,1.0,17053696630.978363,747.2272727,"[814.131891, 825.93336, 846.849459, 2222.526715, 895.848185, 896.098125]","[775.299393, 777.508336, 811.536534, 1982.166564, 844.622445, 801.424728]","[779.079205, 794.545755, 821.749999, 2213.910394, 875.647472, 895.787529]","[1.4, 1.1, 1.2, 1.2, 1.1, 1.2]","[0.1, 0.0, 0.0, 0.1, 0.0, 0.1]","[20.6, 18.9, 18.6, 20.7, 18.3, 20.5]","[2.5, 2.1, 2.2, 2.3, 2.1, 2.8]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.0, 0.1, 0.0, 0.0, 0.1]","[18.8, 17.0, 17.3, 18.3, 16.8, 18.2]","[4.7, 4.7, 4.6, 4.6, 5.0, 5.9]"
loc2,req3,mode2,30,y_0,2.0,17053696630.978363,1472.297377,"[814.131891, 825.93336, 846.849459, 2222.526715, 895.848185, 896.098125]","[775.299393, 777.508336, 811.536534, 1982.166564, 844.622445, 801.424728]","[779.079205, 794.545755, 821.749999, 2213.910394, 875.647472, 895.787529]","[1.4, 1.1, 1.2, 1.2, 1.1, 1.2]","[0.1, 0.0, 0.0, 0.1, 0.0, 0.1]","[20.6, 18.9, 18.6, 20.7, 18.3, 20.5]","[2.5, 2.1, 2.2, 2.3, 2.1, 2.8]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.0, 0.1, 0.0, 0.0, 0.1]","[18.8, 17.0, 17.3, 18.3, 16.8, 18.2]","[4.7, 4.7, 4.6, 4.6, 5.0, 5.9]"
loc3,req4,mode3,30,y_0,1.0,17053696630.978363,2201.83,"[814.131891, 825.93336, 846.849459, 2222.526715, 895.848185, 896.098125]","[775.299393, 777.508336, 811.536534, 1982.166564, 844.622445, 801.424728]","[779.079205, 794.545755, 821.749999, 2213.910394, 875.647472, 895.787529]","[1.4, 1.1, 1.2, 1.2, 1.1, 1.2]","[0.1, 0.0, 0.0, 0.1, 0.0, 0.1]","[20.6, 18.9, 18.6, 20.7, 18.3, 20.5]","[2.5, 2.1, 2.2, 2.3, 2.1, 2.8]","[0.2, 0.2, 0.0, 0.2, 0.2, 0.0]","[0.1, 0.0, 0.1, 0.0, 0.0, 0.1]","[18.8, 17.0, 17.3, 18.3, 16.8, 18.2]","[4.7, 4.7, 4.6, 4.6, 5.0, 5.9]"
